sport,league,game_id,a_team,h_team,cur_time,lms_date,lms_time,quarter,secs,a_pts,h_pts,status,a_win,h_win,last_mod_to_start,last_mod_lines,num_markets,a_odds_ml,h_odds_ml,a_deci_ml,h_deci_ml,a_odds_ps,h_odds_ps,a_deci_ps,h_deci_ps,a_hcap_ps,h_hcap_ps,a_odds_tot,h_odds_tot,a_deci_tot,h_deci_tot,a_hcap_tot,h_hcap_tot,game_start_time
BASK,NBA,3952101,Miami Heat,Philadelphia 76ers,1550796390.7802136,2019-02-21,19:46:15-0500,2,515,30,34,1,0,0,2757.6289999485016,1550796357.629,20,+275,-385,3.750,1.260,-115,-115,1.870,1.870,7.5,-7.5,-110,-120,1.909091,1.833333,213.5,213.5,1550793600.0
BASK,NBA,3952102,Phoenix Suns,Cleveland Cavaliers,1550796390.7806356,2019-02-21,19:46:15-0500,2,396,39,35,1,0,0,2761.457999944687,1550796361.458,19,-120,-110,1.833333,1.909091,-105,-125,1.952381,1.800,-1.5,1.5,-110,-120,1.909091,1.833333,212.5,212.5,1550793600.0
BASK,NBA,4253803,Houston Rockets,Los Angeles Lakers,1550796404.058473,2019-02-20,07:09:29-0500,0,-1,0,0,0,0,0,-9839.510999917984,1550796360.489,130,-140,+120,1.714286,2.200,-115,-105,1.870,1.952381,-3.0,3.0,-105,-115,1.952381,1.870,234.0,234.0,1550806200.0
BASK,NBA,4253800,Portland Trail Blazers,Brooklyn Nets,1550796404.0585744,2019-02-21,19:46:26-0500,1,499,2,6,1,0,0,977.2530000209808,1550796377.253,21,-125,100,1.800,2.00,-115,-115,1.870,1.870,-1.5,1.5,-115,-115,1.870,1.870,223.5,223.5,1550795400.0
BASK,NBA,3952101,Miami Heat,Philadelphia 76ers,1550796404.0586455,2019-02-21,19:46:26-0500,2,503,30,34,1,0,0,2757.6289999485016,1550796357.629,20,+275,-385,3.750,1.260,-115,-115,1.870,1.870,7.5,-7.5,-110,-120,1.909091,1.833333,213.5,213.5,1550793600.0
BASK,NBA,3952102,Phoenix Suns,Cleveland Cavaliers,1550796404.0587306,2019-02-21,19:46:32-0500,2,378,39,35,1,0,0,2774.8450000286102,1550796374.845,19,-145,+110,1.690,2.100,-120,-110,1.833333,1.909091,-1.5,1.5,-120,-110,1.833333,1.909091,213.5,213.5,1550793600.0
BASK,NBA,4253800,Portland Trail Blazers,Brooklyn Nets,1550796416.0302446,2019-02-21,19:46:26-0500,1,499,2,6,1,0,0,985.9140000343323,1550796385.914,21,-125,100,1.800,2.00,-110,-120,1.909091,1.833333,-1.5,1.5,-110,-120,1.909091,1.833333,223.5,223.5,1550795400.0
BASK,NBA,3952101,Miami Heat,Philadelphia 76ers,1550796416.0302942,2019-02-21,19:46:43-0500,2,511,30,34,1,0,0,2785.832000017166,1550796385.832,20,+315,-475,4.150,1.210526,-115,-115,1.870,1.870,8.5,-8.5,-115,-115,1.870,1.870,214.5,214.5,1550793600.0
BASK,NBA,3952102,Phoenix Suns,Cleveland Cavaliers,1550796416.0303483,2019-02-21,19:46:37-0500,2,373,39,38,1,0,0,2783.8450000286102,1550796383.845,19,-145,+110,1.690,2.100,-120,-110,1.833333,1.909091,-1.5,1.5,-115,-115,1.870,1.870,213.5,213.5,1550793600.0
BASK,NBA,4253800,Portland Trail Blazers,Brooklyn Nets,1550796428.7296815,2019-02-21,19:46:56-0500,1,483,2,6,1,0,0,985.9140000343323,1550796385.914,21,-125,100,1.800,2.00,-110,-120,1.909091,1.833333,-1.5,1.5,-110,-120,1.909091,1.833333,223.5,223.5,1550795400.0
BASK,NBA,3952101,Miami Heat,Philadelphia 76ers,1550796428.7297726,2019-02-21,19:46:43-0500,2,511,30,34,1,0,0,2803.6640000343323,1550796403.664,20,+315,-475,4.150,1.210526,-120,-110,1.833333,1.909091,8.5,-8.5,-110,-120,1.909091,1.833333,214.5,214.5,1550793600.0
BASK,NBA,3952102,Phoenix Suns,Cleveland Cavaliers,1550796428.7298603,2019-02-21,19:46:54-0500,2,356,39,38,1,0,0,2797.2460000514984,1550796397.246,19,-120,-110,1.833333,1.909091,-105,-125,1.952381,1.800,-1.5,1.5,-110,-120,1.909091,1.833333,215.5,215.5,1550793600.0
BASK,NBA,4253800,Portland Trail Blazers,Brooklyn Nets,1550796441.4191086,2019-02-21,19:47:02-0500,1,473,2,6,1,0,0,1009.2249999046326,1550796409.225,21,-125,100,1.800,2.00,-115,-115,1.870,1.870,-1.5,1.5,-115,-115,1.870,1.870,222.5,222.5,1550795400.0
BASK,NBA,3952101,Miami Heat,Philadelphia 76ers,1550796441.419441,2019-02-21,19:47:06-0500,2,509,30,34,1,0,0,2803.6640000343323,1550796403.664,20,+315,-475,4.150,1.210526,-120,-110,1.833333,1.909091,8.5,-8.5,-110,-120,1.909091,1.833333,214.5,214.5,1550793600.0
BASK,NBA,4253821,Sacramento Kings,Golden State Warriors,1550796441.4195352,2019-02-20,07:09:59-0500,0,-1,0,0,0,0,0,-9787.144000053406,1550796412.856,129,+600,-1000,7.00,1.100,-110,-110,1.909091,1.909091,12.5,-12.5,-115,-105,1.870,1.952381,238.0,238.0,1550806200.0
BASK,NBA,4253789,Boston Celtics,Milwaukee Bucks,1550796441.419605,2019-02-20,07:09:04-0500,0,-1,0,0,0,0,0,-794.3369998931885,1550796405.663,126,+200,-240,3.00,1.416667,-110,-110,1.909091,1.909091,6.5,-6.5,-110,-110,1.909091,1.909091,228.0,228.0,1550797200.0
BASK,NBA,3952102,Phoenix Suns,Cleveland Cavaliers,1550796441.4196703,2019-02-21,19:46:54-0500,2,356,39,38,1,0,0,2814.0950000286102,1550796414.095,18,-120,-110,1.833333,1.909091,-105,-125,1.952381,1.800,-1.5,1.5,-120,-110,1.833333,1.909091,213.5,213.5,1550793600.0
BASK,NBA,4253800,Portland Trail Blazers,Brooklyn Nets,1550796455.955374,2019-02-21,19:47:18-0500,1,487,3,6,1,0,0,1023.3570001125336,1550796423.357,21,-140,100,1.714286,2.00,-115,-115,1.870,1.870,-1.5,1.5,-115,-115,1.870,1.870,222.5,222.5,1550795400.0
BASK,NBA,3952101,Miami Heat,Philadelphia 76ers,1550796455.955466,2019-02-21,19:47:17-0500,2,498,32,34,1,0,0,2826.542999982834,1550796426.543,20,+315,-475,4.150,1.210526,-110,-120,1.909091,1.833333,7.5,-7.5,-115,-115,1.870,1.870,213.5,213.5,1550793600.0
BASK,NBA,4253800,Portland Trail Blazers,Brooklyn Nets,1550796468.291105,2019-02-21,19:47:32-0500,1,487,4,6,1,0,0,1038.226000070572,1550796438.226,21,-140,100,1.714286,2.00,-120,-110,1.833333,1.909091,-1.5,1.5,-120,-110,1.833333,1.909091,224.5,224.5,1550795400.0
BASK,NBA,3952101,Miami Heat,Philadelphia 76ers,1550796468.291208,2019-02-21,19:47:33-0500,2,484,32,34,1,0,0,2835.3759999275208,1550796435.376,19,+315,-475,4.150,1.210526,-115,-115,1.870,1.870,7.5,-7.5,-115,-115,1.870,1.870,214.5,214.5,1550793600.0
BASK,NBA,3952102,Phoenix Suns,Cleveland Cavaliers,1550796468.291296,2019-02-21,19:46:54-0500,2,356,39,38,1,0,0,2841.927999973297,1550796441.928,15,-125,-110,1.800,1.909091,-105,-125,1.952381,1.800,-1.5,1.5,-120,-110,1.833333,1.909091,213.5,213.5,1550793600.0
BASK,NBA,4253800,Portland Trail Blazers,Brooklyn Nets,1550796480.5983906,2019-02-21,19:47:44-0500,1,477,4,8,1,0,0,1051.595999956131,1550796451.596,21,-140,+110,1.714286,2.100,-120,-110,1.833333,1.909091,-1.5,1.5,-110,-120,1.909091,1.833333,225.5,225.5,1550795400.0
BASK,NBA,3952101,Miami Heat,Philadelphia 76ers,1550796480.5984933,2019-02-21,19:47:33-0500,2,484,32,34,1,0,0,2852.819000005722,1550796452.819,19,+260,-360,3.600,1.277778,-110,-120,1.909091,1.833333,6.5,-6.5,-115,-115,1.870,1.870,213.5,213.5,1550793600.0
BASK,NBA,4253821,Sacramento Kings,Golden State Warriors,1550796480.5985746,2019-02-20,07:09:59-0500,0,-1,0,0,0,0,0,-9759.569000005722,1550796440.431,101,+600,-1000,7.00,1.100,-110,-110,1.909091,1.909091,12.5,-12.5,-115,-105,1.870,1.952381,238.0,238.0,1550806200.0
BASK,NBA,4253789,Boston Celtics,Milwaukee Bucks,1550796480.5986419,2019-02-20,07:09:04-0500,0,-1,0,0,0,0,0,-780.1380000114441,1550796419.862,126,+200,-240,3.00,1.416667,-110,-110,1.909091,1.909091,6.5,-6.5,-110,-110,1.909091,1.909091,228.0,228.0,1550797200.0
BASK,NBA,3952102,Phoenix Suns,Cleveland Cavaliers,1550796480.5987072,2019-02-21,19:46:54-0500,2,356,39,38,1,0,0,2848.3840000629425,1550796448.384,18,-120,-110,1.833333,1.909091,-105,-125,1.952381,1.800,-1.5,1.5,-120,-110,1.833333,1.909091,213.5,213.5,1550793600.0
BASK,NBA,4253800,Portland Trail Blazers,Brooklyn Nets,1550796492.753273,2019-02-21,19:47:53-0500,1,468,4,8,1,0,0,1063.8659999370575,1550796463.866,21,-130,100,1.770,2.00,-115,-115,1.870,1.870,-1.5,1.5,-115,-115,1.870,1.870,226.5,226.5,1550795400.0
BASK,NBA,3952101,Miami Heat,Philadelphia 76ers,1550796492.7533753,2019-02-21,19:47:51-0500,2,488,32,34,1,0,0,2852.819000005722,1550796452.819,19,+260,-360,3.600,1.277778,-110,-120,1.909091,1.833333,6.5,-6.5,-115,-115,1.870,1.870,213.5,213.5,1550793600.0
BASK,NBA,3952102,Phoenix Suns,Cleveland Cavaliers,1550796492.7534592,2019-02-21,19:46:54-0500,2,356,39,38,1,0,0,2862.667000055313,1550796462.667,18,-120,-110,1.833333,1.909091,-105,-125,1.952381,1.800,-1.5,1.5,-115,-115,1.870,1.870,214.5,214.5,1550793600.0
BASK,NBA,4253800,Portland Trail Blazers,Brooklyn Nets,1550796505.6335042,2019-02-21,19:48:11-0500,1,450,7,10,1,0,0,1074.2939999103546,1550796474.294,21,-130,100,1.770,2.00,-115,-115,1.870,1.870,-1.5,1.5,-115,-115,1.870,1.870,225.5,225.5,1550795400.0
BASK,NBA,3952101,Miami Heat,Philadelphia 76ers,1550796505.6335957,2019-02-21,19:48:11-0500,2,468,32,34,1,0,0,2871.053999900818,1550796471.054,19,+260,-360,3.600,1.277778,-110,-120,1.909091,1.833333,6.5,-6.5,-115,-115,1.870,1.870,213.5,213.5,1550793600.0
BASK,NBA,4253800,Portland Trail Blazers,Brooklyn Nets,1550796517.9458442,2019-02-21,19:48:20-0500,1,441,7,10,1,0,0,1089.864000082016,1550796489.864,21,-140,+105,1.714286,2.050,-120,-110,1.833333,1.909091,-1.5,1.5,-115,-115,1.870,1.870,228.5,228.5,1550795400.0
BASK,NBA,3952101,Miami Heat,Philadelphia 76ers,1550796517.9459634,2019-02-21,19:48:21-0500,2,476,32,34,1,0,0,2891.2139999866486,1550796491.214,18,+245,-360,3.450,1.277778,-115,-115,1.870,1.870,6.5,-6.5,-115,-115,1.870,1.870,212.5,212.5,1550793600.0
BASK,NBA,4253789,Boston Celtics,Milwaukee Bucks,1550796517.9460492,2019-02-20,07:09:04-0500,0,-1,0,0,0,0,0,-740.4630000591278,1550796459.537,126,+200,-240,3.00,1.416667,-110,-110,1.909091,1.909091,6.5,-6.5,-110,-110,1.909091,1.909091,228.0,228.0,1550797200.0
BASK,NBA,4253800,Portland Trail Blazers,Brooklyn Nets,1550796529.9460926,2019-02-21,19:48:34-0500,1,427,9,10,1,0,0,1099.875,1550796499.875,21,-140,+105,1.714286,2.050,-120,-110,1.833333,1.909091,-1.5,1.5,-110,-120,1.909091,1.833333,228.5,228.5,1550795400.0
BASK,NBA,3952101,Miami Heat,Philadelphia 76ers,1550796529.9461856,2019-02-21,19:48:35-0500,2,461,32,34,1,0,0,2900.938999891281,1550796500.939,19,+245,-360,3.450,1.277778,-115,-115,1.870,1.870,6.5,-6.5,-110,-120,1.909091,1.833333,213.5,213.5,1550793600.0
BASK,NBA,4253800,Portland Trail Blazers,Brooklyn Nets,1550796542.2824502,2019-02-21,19:48:51-0500,1,410,9,10,1,0,0,1114.7039999961853,1550796514.704,21,-150,+110,1.666667,2.100,-110,-120,1.909091,1.833333,-2.5,2.5,-115,-115,1.870,1.870,228.5,228.5,1550795400.0
BASK,NBA,3952101,Miami Heat,Philadelphia 76ers,1550796542.2825422,2019-02-21,19:48:35-0500,2,461,32,34,1,0,0,2915.135999917984,1550796515.136,19,+215,-300,3.150,1.333333,-110,-120,1.909091,1.833333,5.5,-5.5,-115,-115,1.870,1.870,214.5,214.5,1550793600.0
BASK,NBA,4253800,Portland Trail Blazers,Brooklyn Nets,1550796554.7933135,2019-02-21,19:49:02-0500,1,399,9,13,1,0,0,1123.170000076294,1550796523.17,21,-150,+110,1.666667,2.100,-110,-120,1.909091,1.833333,-2.5,2.5,-115,-115,1.870,1.870,228.5,228.5,1550795400.0
BASK,NBA,3952101,Miami Heat,Philadelphia 76ers,1550796554.7934108,2019-02-21,19:48:54-0500,2,471,33,34,1,0,0,2915.135999917984,1550796515.136,19,+215,-300,3.150,1.333333,-110,-120,1.909091,1.833333,5.5,-5.5,-115,-115,1.870,1.870,214.5,214.5,1550793600.0
BASK,NBA,4253821,Sacramento Kings,Golden State Warriors,1550796554.7934926,2019-02-20,07:09:59-0500,0,-1,0,0,0,0,0,-9671.059000015259,1550796528.941,101,+600,-1000,7.00,1.100,-110,-110,1.909091,1.909091,12.5,-12.5,-115,-105,1.870,1.952381,238.0,238.0,1550806200.0
BASK,NBA,4253789,Boston Celtics,Milwaukee Bucks,1550796554.7935555,2019-02-20,07:09:04-0500,0,-1,0,0,0,0,0,-672.3900001049042,1550796527.61,126,+200,-240,3.00,1.416667,-110,-110,1.909091,1.909091,6.5,-6.5,-110,-110,1.909091,1.909091,228.0,228.0,1550797200.0
BASK,NBA,4253800,Portland Trail Blazers,Brooklyn Nets,1550796567.3730042,2019-02-21,19:49:13-0500,1,389,9,13,1,0,0,1141.941999912262,1550796541.942,20,-130,100,1.770,2.00,-115,-115,1.870,1.870,-1.5,1.5,-115,-115,1.870,1.870,229.5,229.5,1550795400.0
BASK,NBA,3952101,Miami Heat,Philadelphia 76ers,1550796567.3731074,2019-02-21,19:49:15-0500,2,468,33,34,1,0,0,2934.3180000782013,1550796534.318,19,+215,-300,3.150,1.333333,-115,-115,1.870,1.870,5.5,-5.5,-115,-115,1.870,1.870,215.5,215.5,1550793600.0
BASK,NBA,4253800,Portland Trail Blazers,Brooklyn Nets,1550796580.2902603,2019-02-21,19:49:29-0500,1,393,9,13,1,0,0,1153.4100000858307,1550796553.41,20,-140,100,1.714286,2.00,-115,-115,1.870,1.870,-1.5,1.5,-115,-115,1.870,1.870,230.5,230.5,1550795400.0
BASK,NBA,3952101,Miami Heat,Philadelphia 76ers,1550796580.2903528,2019-02-21,19:49:25-0500,2,460,33,34,1,0,0,2953.7880001068115,1550796553.788,19,+215,-300,3.150,1.333333,-115,-115,1.870,1.870,5.5,-5.5,-115,-115,1.870,1.870,214.5,214.5,1550793600.0
BASK,NBA,4253800,Portland Trail Blazers,Brooklyn Nets,1550796592.587594,2019-02-21,19:49:29-0500,1,393,9,13,1,0,0,1154.6930000782013,1550796554.693,20,-140,100,1.714286,2.00,-115,-115,1.870,1.870,-1.5,1.5,-115,-115,1.870,1.870,230.5,230.5,1550795400.0
BASK,NBA,3952101,Miami Heat,Philadelphia 76ers,1550796592.5876334,2019-02-21,19:49:37-0500,2,447,33,34,1,0,0,2964.9349999427795,1550796564.935,19,+225,-300,3.250,1.333333,-110,-120,1.909091,1.833333,5.5,-5.5,-115,-115,1.870,1.870,213.5,213.5,1550793600.0
BASK,NBA,4253789,Boston Celtics,Milwaukee Bucks,1550796592.5876703,2019-02-20,07:09:04-0500,0,-1,0,0,0,0,0,-657.5469999313354,1550796542.453,126,+200,-240,3.00,1.416667,-110,-110,1.909091,1.909091,6.5,-6.5,-110,-110,1.909091,1.909091,228.0,228.0,1550797200.0
BASK,NBA,4253800,Portland Trail Blazers,Brooklyn Nets,1550796604.8027709,2019-02-21,19:49:29-0500,1,393,9,13,1,0,0,1168.726000070572,1550796568.726,20,-140,100,1.714286,2.00,-120,-110,1.833333,1.909091,-1.5,1.5,-120,-110,1.833333,1.909091,230.5,230.5,1550795400.0
BASK,NBA,3952101,Miami Heat,Philadelphia 76ers,1550796604.8028631,2019-02-21,19:49:51-0500,2,434,35,34,1,0,0,2977.2590000629425,1550796577.259,19,+210,-300,3.100,1.333333,-115,-115,1.870,1.870,5.5,-5.5,-115,-115,1.870,1.870,212.5,212.5,1550793600.0
BASK,NBA,4253800,Portland Trail Blazers,Brooklyn Nets,1550796617.0966353,2019-02-21,19:49:29-0500,1,393,9,13,1,0,0,1189.7279999256134,1550796589.728,20,-140,100,1.714286,2.00,-120,-110,1.833333,1.909091,-1.5,1.5,-120,-110,1.833333,1.909091,230.5,230.5,1550795400.0
BASK,NBA,3952101,Miami Heat,Philadelphia 76ers,1550796617.0967314,2019-02-21,19:49:55-0500,2,432,35,34,1,0,0,2990.904000043869,1550796590.904,19,+210,-300,3.100,1.333333,-125,-105,1.800,1.952381,5.5,-5.5,-115,-115,1.870,1.870,213.5,213.5,1550793600.0
BASK,NBA,3952102,Phoenix Suns,Cleveland Cavaliers,1550796617.0968206,2019-02-21,19:50:06-0500,2,347,39,38,1,0,0,2862.667000055313,1550796462.667,18,-120,-110,1.833333,1.909091,-105,-125,1.952381,1.800,-1.5,1.5,-115,-115,1.870,1.870,214.5,214.5,1550793600.0
BASK,NBA,3952101,Miami Heat,Philadelphia 76ers,1550796630.173304,2019-02-21,19:49:55-0500,2,432,35,34,1,0,0,2994.9909999370575,1550796594.991,19,+210,-300,3.100,1.333333,-105,-125,1.952381,1.800,4.5,-4.5,-115,-115,1.870,1.870,213.5,213.5,1550793600.0
BASK,NBA,4253821,Sacramento Kings,Golden State Warriors,1550796630.1734076,2019-02-20,07:09:59-0500,0,-1,0,0,0,0,0,-9625.332999944687,1550796574.667,101,+600,-1000,7.00,1.100,-110,-110,1.909091,1.909091,12.5,-12.5,-115,-105,1.870,1.952381,238.0,238.0,1550806200.0
BASK,NBA,3952102,Phoenix Suns,Cleveland Cavaliers,1550796630.1734817,2019-02-21,19:50:06-0500,2,347,39,38,1,0,0,2999.2170000076294,1550796599.217,19,-120,-110,1.833333,1.909091,-105,-125,1.952381,1.800,-1.5,1.5,-115,-115,1.870,1.870,214.5,214.5,1550793600.0
BASK,NBA,3952102,Phoenix Suns,Cleveland Cavaliers,1550796642.2453194,2019-02-21,19:50:27-0500,2,347,40,38,1,0,0,3013.0910000801086,1550796613.091,19,-125,-105,1.800,1.952381,-110,-120,1.909091,1.833333,-1.5,1.5,-115,-115,1.870,1.870,215.5,215.5,1550793600.0
BASK,NBA,4253800,Portland Trail Blazers,Brooklyn Nets,1550796655.1420026,2019-02-21,19:49:29-0500,1,393,9,13,1,0,0,1217.9140000343323,1550796617.914,20,-140,100,1.714286,2.00,-120,-110,1.833333,1.909091,-1.5,1.5,-115,-115,1.870,1.870,229.5,229.5,1550795400.0
BASK,NBA,3952102,Phoenix Suns,Cleveland Cavaliers,1550796655.1421266,2019-02-21,19:50:27-0500,2,347,40,38,1,0,0,3028.12299990654,1550796628.123,19,-125,100,1.800,2.00,-110,-120,1.909091,1.833333,-1.5,1.5,-115,-115,1.870,1.870,215.5,215.5,1550793600.0
BASK,NBA,4253803,Houston Rockets,Los Angeles Lakers,1550796691.2456656,2019-02-20,07:09:29-0500,0,-1,0,0,0,0,0,-9589.769999980927,1550796610.23,130,-140,+120,1.714286,2.200,-115,-105,1.870,1.952381,-3.0,3.0,-105,-115,1.952381,1.870,234.0,234.0,1550806200.0
BASK,NBA,4253789,Boston Celtics,Milwaukee Bucks,1550796691.245713,2019-02-20,07:09:04-0500,0,-1,0,0,0,0,0,-580.2809998989105,1550796619.719,126,+200,-240,3.00,1.416667,-110,-110,1.909091,1.909091,6.5,-6.5,-110,-110,1.909091,1.909091,228.0,228.0,1550797200.0
BASK,NBA,3952101,Miami Heat,Philadelphia 76ers,1550796704.1345315,2019-02-21,19:49:55-0500,2,432,35,34,1,0,0,3033.3499999046326,1550796633.35,19,+190,-250,2.900,1.400,-115,-115,1.870,1.870,4.5,-4.5,-115,-115,1.870,1.870,213.5,213.5,1550793600.0
BASK,NBA,4253821,Sacramento Kings,Golden State Warriors,1550796704.1346438,2019-02-20,07:09:59-0500,0,-1,0,0,0,0,0,-9529.150000095367,1550796670.85,99,+600,-1000,7.00,1.100,-110,-110,1.909091,1.909091,12.5,-12.5,-115,-105,1.870,1.952381,238.0,238.0,1550806200.0
BASK,NBA,4253789,Boston Celtics,Milwaukee Bucks,1550796704.1347132,2019-02-20,07:09:04-0500,0,-1,0,0,0,0,0,-538.9249999523163,1550796661.075,126,+200,-240,3.00,1.416667,-110,-110,1.909091,1.909091,6.5,-6.5,-110,-110,1.909091,1.909091,228.0,228.0,1550797200.0
BASK,NBA,3952102,Phoenix Suns,Cleveland Cavaliers,1550796704.1347802,2019-02-21,19:51:31-0500,2,300,42,41,1,0,0,3028.12299990654,1550796628.123,19,-125,100,1.800,2.00,-110,-120,1.909091,1.833333,-1.5,1.5,-115,-115,1.870,1.870,215.5,215.5,1550793600.0
BASK,NBA,3952101,Miami Heat,Philadelphia 76ers,1550796717.07215,2019-02-21,19:49:55-0500,2,432,35,34,1,0,0,3063.9079999923706,1550796663.908,19,+165,-220,2.650,1.454545,-115,-115,1.870,1.870,4.5,-4.5,-115,-115,1.870,1.870,213.5,213.5,1550793600.0
BASK,NBA,3952102,Phoenix Suns,Cleveland Cavaliers,1550796717.0722566,2019-02-21,19:51:31-0500,2,300,42,41,1,0,0,3090.290999889374,1550796690.291,18,-120,-110,1.833333,1.909091,-105,-125,1.952381,1.800,-1.5,1.5,-110,-120,1.909091,1.833333,216.5,216.5,1550793600.0
BASK,NBA,3952102,Phoenix Suns,Cleveland Cavaliers,1550796737.6440594,2019-02-21,19:52:02-0500,2,290,45,41,1,0,0,3090.290999889374,1550796690.291,18,-120,-110,1.833333,1.909091,-105,-125,1.952381,1.800,-1.5,1.5,-110,-120,1.909091,1.833333,216.5,216.5,1550793600.0
BASK,NBA,4253800,Portland Trail Blazers,Brooklyn Nets,1550796752.0231142,2019-02-21,19:52:15-0500,1,393,10,13,1,0,0,1217.9140000343323,1550796617.914,20,-140,100,1.714286,2.00,-120,-110,1.833333,1.909091,-1.5,1.5,-115,-115,1.870,1.870,229.5,229.5,1550795400.0
BASK,NBA,3952102,Phoenix Suns,Cleveland Cavaliers,1550796752.0232258,2019-02-21,19:52:18-0500,2,279,42,41,1,0,0,3122.3440001010895,1550796722.344,18,-150,+110,1.666667,2.100,-120,-110,1.833333,1.909091,-1.5,1.5,-110,-120,1.909091,1.833333,218.5,218.5,1550793600.0
BASK,NBA,4253800,Portland Trail Blazers,Brooklyn Nets,1550796764.1436918,2019-02-21,19:52:31-0500,1,393,11,13,1,0,0,1335.0529999732971,1550796735.053,20,-140,+110,1.714286,2.100,-120,-110,1.833333,1.909091,-1.5,1.5,-115,-115,1.870,1.870,229.5,229.5,1550795400.0
BASK,NBA,3952102,Phoenix Suns,Cleveland Cavaliers,1550796764.1438026,2019-02-21,19:52:29-0500,2,279,42,43,1,0,0,3133.970999956131,1550796733.971,15,-145,+115,1.690,2.150,-120,-110,1.833333,1.909091,-1.5,1.5,-115,-115,1.870,1.870,217.5,217.5,1550793600.0
BASK,NBA,4253800,Portland Trail Blazers,Brooklyn Nets,1550796777.4099543,2019-02-21,19:52:41-0500,1,384,11,13,1,0,0,1350.1110000610352,1550796750.111,20,-140,+110,1.714286,2.100,-120,-110,1.833333,1.909091,-1.5,1.5,-115,-115,1.870,1.870,229.5,229.5,1550795400.0
BASK,NBA,3952101,Miami Heat,Philadelphia 76ers,1550796777.4099832,2019-02-21,19:52:33-0500,2,435,35,34,1,0,0,3063.9079999923706,1550796663.908,19,+165,-220,2.650,1.454545,-115,-115,1.870,1.870,4.5,-4.5,-115,-115,1.870,1.870,213.5,213.5,1550793600.0
BASK,NBA,4253800,Portland Trail Blazers,Brooklyn Nets,1550796789.7333617,2019-02-21,19:52:56-0500,1,369,11,13,1,0,0,1361.619999885559,1550796761.62,20,-140,+110,1.714286,2.100,-120,-110,1.833333,1.909091,-1.5,1.5,-110,-120,1.909091,1.833333,229.5,229.5,1550795400.0
BASK,NBA,3952101,Miami Heat,Philadelphia 76ers,1550796789.7337015,2019-02-21,19:52:57-0500,2,418,35,36,1,0,0,3153.4370000362396,1550796753.437,19,+165,-220,2.650,1.454545,-115,-115,1.870,1.870,4.5,-4.5,-115,-115,1.870,1.870,213.5,213.5,1550793600.0
BASK,NBA,4253800,Portland Trail Blazers,Brooklyn Nets,1550796811.6589324,2019-02-21,19:52:56-0500,1,369,11,13,1,0,0,1376.4690001010895,1550796776.469,20,-140,+110,1.714286,2.100,-120,-110,1.833333,1.909091,-1.5,1.5,-120,-110,1.833333,1.909091,227.5,227.5,1550795400.0
BASK,NBA,3952101,Miami Heat,Philadelphia 76ers,1550796811.6590369,2019-02-21,19:53:07-0500,2,408,35,36,1,0,0,3176.436000108719,1550796776.436,19,+195,-260,2.950,1.384615,-125,-105,1.800,1.952381,5.5,-5.5,-115,-115,1.870,1.870,214.5,214.5,1550793600.0
BASK,NBA,4253800,Portland Trail Blazers,Brooklyn Nets,1550796824.7158382,2019-02-21,19:53:34-0500,1,355,11,13,1,0,0,1387.635999917984,1550796787.636,20,-150,+110,1.666667,2.100,-110,-120,1.909091,1.833333,-2.5,2.5,-115,-115,1.870,1.870,228.5,228.5,1550795400.0
BASK,NBA,3952101,Miami Heat,Philadelphia 76ers,1550796824.715942,2019-02-21,19:53:33-0500,2,382,35,36,1,0,0,3186.559000015259,1550796786.559,19,+195,-260,2.950,1.384615,-105,-125,1.952381,1.800,4.5,-4.5,-115,-115,1.870,1.870,213.5,213.5,1550793600.0
BASK,NBA,4253800,Portland Trail Blazers,Brooklyn Nets,1550796837.5402176,2019-02-21,19:53:43-0500,1,346,11,13,1,0,0,1408.058000087738,1550796808.058,20,-150,+110,1.666667,2.100,-110,-120,1.909091,1.833333,-2.5,2.5,-120,-110,1.833333,1.909091,227.5,227.5,1550795400.0
BASK,NBA,3952101,Miami Heat,Philadelphia 76ers,1550796837.5403094,2019-02-21,19:53:42-0500,2,373,37,36,1,0,0,3204.3940000534058,1550796804.394,19,+210,-290,3.100,1.344828,-115,-115,1.870,1.870,5.5,-5.5,-110,-120,1.909091,1.833333,212.5,212.5,1550793600.0
BASK,NBA,4253821,Sacramento Kings,Golden State Warriors,1550796837.540401,2019-02-20,07:09:59-0500,0,-1,0,0,0,0,0,-9388.611999988556,1550796811.388,114,+600,-1000,7.00,1.100,-110,-110,1.909091,1.909091,12.5,-12.5,-115,-105,1.870,1.952381,238.0,238.0,1550806200.0
BASK,NBA,4253789,Boston Celtics,Milwaukee Bucks,1550796837.5404701,2019-02-20,07:09:04-0500,0,-1,0,0,0,0,0,-389.27999997138977,1550796810.72,126,+200,-240,3.00,1.416667,-110,-110,1.909091,1.909091,6.5,-6.5,-110,-110,1.909091,1.909091,228.0,228.0,1550797200.0
BASK,NBA,3952102,Phoenix Suns,Cleveland Cavaliers,1550796837.540538,2019-02-21,19:52:29-0500,2,279,42,43,1,0,0,3190.9639999866486,1550796790.964,18,-105,-125,1.952381,1.800,-125,-105,1.800,1.952381,1.5,-1.5,-115,-115,1.870,1.870,216.5,216.5,1550793600.0
