sport,game_id,a_team,h_team,last_mod_score,quarter,secs,a_pts,h_pts,status,a_win,h_win,last_mod_to_start,last_mod_lines,num_markets,a_odds_ml,h_odds_ml,a_deci_ml,h_deci_ml,a_odds_ps,h_odds_ps,a_deci_ps,h_deci_ps,a_hcap_ps,h_hcap_ps,a_odds_tot,h_odds_tot,a_deci_tot,h_deci_tot,a_hcap_tot,h_hcap_tot,game_start_time
BASK,3875368,Orlando Magic , Oklahoma City Thunder,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-33151194,1549381648806,58,380,-560,4.8,1.179,-105,-115,1.952381,1.87,9.5,-9.5,-110,-110,1.909091,1.909091,223,223,1549414800000
BASK,3875358,Los Angeles Clippers , Charlotte Hornets,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-29533465,1549381666535,57,145,-165,2.45,1.606061,-110,-110,1.909091,1.909091,3.5,-3.5,-105,-115,1.952381,1.87,224,224,1549411200000
BASK,3875361,Boston Celtics , Cleveland Cavaliers,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-29545649,1549381654351,49,-900,550,1.111111,6.5,-105,-115,1.952381,1.87,-12,12,-110,-110,1.909091,1.909091,212,212,1549411200000
BASK,3875368,Orlando Magic , Oklahoma City Thunder,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-33117316,1549381682684,58,380,-560,4.8,1.179,-105,-115,1.952381,1.87,9.5,-9.5,-110,-110,1.909091,1.909091,223,223,1549414800000
BASK,3875368,Orlando Magic , Oklahoma City Thunder,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-33050383,1549381749617,58,380,-560,4.8,1.179,-105,-115,1.952381,1.87,9.5,-9.5,-110,-110,1.909091,1.909091,223,223,1549414800000
BASK,3875373,Minnesota Timberwolves , Memphis Grizzlies,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-33050054,1549381749946,56,-115,-105,1.87,1.952381,-110,-110,1.909091,1.909091,-1,1,-105,-115,1.952381,1.87,206,206,1549414800000
BASK,3875368,Orlando Magic , Oklahoma City Thunder,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-33020290,1549381779710,58,380,-560,4.8,1.179,-105,-115,1.952381,1.87,9.5,-9.5,-110,-110,1.909091,1.909091,223,223,1549414800000
BASK,3875373,Minnesota Timberwolves , Memphis Grizzlies,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-33021665,1549381778335,56,-115,-105,1.87,1.952381,-110,-110,1.909091,1.909091,-1,1,-105,-115,1.952381,1.87,206,206,1549414800000
BASK,3875358,Los Angeles Clippers , Charlotte Hornets,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-29380957,1549381819043,57,145,-165,2.45,1.606061,-110,-110,1.909091,1.909091,3.5,-3.5,-105,-115,1.952381,1.87,224,224,1549411200000
BASK,3875358,Los Angeles Clippers , Charlotte Hornets,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-29323998,1549381876002,57,145,-165,2.45,1.606061,-110,-110,1.909091,1.909091,3.5,-3.5,-105,-115,1.952381,1.87,224,224,1549411200000
BASK,3875368,Orlando Magic , Oklahoma City Thunder,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-32865341,1549381934659,58,380,-560,4.8,1.179,-105,-115,1.952381,1.87,9.5,-9.5,-110,-110,1.909091,1.909091,223,223,1549414800000
BASK,3875356,Detroit Pistons , New York Knicks,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-31041821,1549381958179,59,-190,165,1.526316,2.65,-105,-115,1.952381,1.87,-4.5,4.5,-115,-105,1.87,1.952381,207,207,1549413000000
BASK,3875358,Los Angeles Clippers , Charlotte Hornets,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-29205014,1549381994986,57,145,-165,2.45,1.606061,-110,-110,1.909091,1.909091,3.5,-3.5,-105,-115,1.952381,1.87,224,224,1549411200000
BASK,3875358,Los Angeles Clippers , Charlotte Hornets,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-29170180,1549382029820,56,145,-165,2.45,1.606061,-110,-110,1.909091,1.909091,3.5,-3.5,-105,-115,1.952381,1.87,224,224,1549411200000
BASK,3875358,Los Angeles Clippers , Charlotte Hornets,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-29138200,1549382061800,56,145,-165,2.45,1.606061,-110,-110,1.909091,1.909091,3.5,-3.5,-105,-115,1.952381,1.87,223,223,1549411200000
BASK,3875358,Los Angeles Clippers , Charlotte Hornets,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-29110015,1549382089985,56,145,-165,2.45,1.606061,-110,-110,1.909091,1.909091,3.5,-3.5,-105,-115,1.952381,1.87,223,223,1549411200000
BASK,3875358,Los Angeles Clippers , Charlotte Hornets,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-29075693,1549382124307,55,145,-165,2.45,1.606061,-110,-110,1.909091,1.909091,3.5,-3.5,-105,-115,1.952381,1.87,223,223,1549411200000
BASK,3875358,Los Angeles Clippers , Charlotte Hornets,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-29037557,1549382162443,56,145,-165,2.45,1.606061,-110,-110,1.909091,1.909091,3.5,-3.5,-110,-110,1.909091,1.909091,222,222,1549411200000
BASK,3875358,Los Angeles Clippers , Charlotte Hornets,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-29009699,1549382190301,56,145,-165,2.45,1.606061,-110,-110,1.909091,1.909091,3.5,-3.5,-110,-110,1.909091,1.909091,222,222,1549411200000
BASK,3875358,Los Angeles Clippers , Charlotte Hornets,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-28970032,1549382229968,56,145,-165,2.45,1.606061,-110,-110,1.909091,1.909091,3.5,-3.5,-110,-110,1.909091,1.909091,222,222,1549411200000
BASK,3875358,Los Angeles Clippers , Charlotte Hornets,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-28947724,1549382252276,56,145,-165,2.45,1.606061,-110,-110,1.909091,1.909091,3.5,-3.5,-110,-110,1.909091,1.909091,222,222,1549411200000
BASK,3875358,Los Angeles Clippers , Charlotte Hornets,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-28912029,1549382287971,55,145,-165,2.45,1.606061,-110,-110,1.909091,1.909091,3.5,-3.5,-110,-110,1.909091,1.909091,222,222,1549411200000
BASK,3875375,Toronto Raptors , Philadelphia 76ers,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-32530002,1549382269998,60,125,-145,2.25,1.69,-110,-110,1.909091,1.909091,2.5,-2.5,-115,-105,1.87,1.952381,229,229,1549414800000
BASK,3875358,Los Angeles Clippers , Charlotte Hornets,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-28878637,1549382321363,54,145,-165,2.45,1.606061,-110,-110,1.909091,1.909091,3.5,-3.5,-110,-110,1.909091,1.909091,222,222,1549411200000
BASK,3875375,Toronto Raptors , Philadelphia 76ers,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-32487556,1549382312444,60,125,-145,2.25,1.69,-110,-110,1.909091,1.909091,2.5,-2.5,-115,-105,1.87,1.952381,229,229,1549414800000
BASK,3875358,Los Angeles Clippers , Charlotte Hornets,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-28841346,1549382358654,54,145,-165,2.45,1.606061,-110,-110,1.909091,1.909091,3.5,-3.5,-110,-110,1.909091,1.909091,222,222,1549411200000
BASK,3875373,Minnesota Timberwolves , Memphis Grizzlies,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-32437536,1549382362464,56,-115,-105,1.87,1.952381,-110,-110,1.909091,1.909091,-1,1,-115,-105,1.87,1.952381,206,206,1549414800000
BASK,3875373,Minnesota Timberwolves , Memphis Grizzlies,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-32409825,1549382390175,56,-115,-105,1.87,1.952381,-110,-110,1.909091,1.909091,-1,1,-115,-105,1.87,1.952381,206,206,1549414800000
BASK,3875358,Los Angeles Clippers , Charlotte Hornets,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-28786982,1549382413018,54,145,-165,2.45,1.606061,-110,-110,1.909091,1.909091,3.5,-3.5,-110,-110,1.909091,1.909091,222,222,1549411200000
BASK,3875373,Minnesota Timberwolves , Memphis Grizzlies,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-32389066,1549382410934,56,-115,-105,1.87,1.952381,-110,-110,1.909091,1.909091,-1,1,-115,-105,1.87,1.952381,206,206,1549414800000
BASK,3875361,Boston Celtics , Cleveland Cavaliers,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-28744968,1549382455032,100,-900,550,1.111111,6.5,-105,-115,1.952381,1.87,-12,12,-110,-110,1.909091,1.909091,212,212,1549411200000
BASK,3875373,Minnesota Timberwolves , Memphis Grizzlies,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-32340761,1549382459239,56,-115,-105,1.87,1.952381,-110,-110,1.909091,1.909091,-1,1,-115,-105,1.87,1.952381,206,206,1549414800000
BASK,3875361,Boston Celtics , Cleveland Cavaliers,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-28727842,1549382472158,99,-900,550,1.111111,6.5,-105,-115,1.952381,1.87,-12,12,-110,-110,1.909091,1.909091,212,212,1549411200000
BASK,3875375,Toronto Raptors , Philadelphia 76ers,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-32325852,1549382474148,60,125,-145,2.25,1.69,-110,-110,1.909091,1.909091,2.5,-2.5,-115,-105,1.87,1.952381,229,229,1549414800000
BASK,3875361,Boston Celtics , Cleveland Cavaliers,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-28695064,1549382504936,98,-900,550,1.111111,6.5,-105,-115,1.952381,1.87,-12,12,-110,-110,1.909091,1.909091,212,212,1549411200000
BASK,3875373,Minnesota Timberwolves , Memphis Grizzlies,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-32292878,1549382507122,56,-115,-105,1.87,1.952381,-110,-110,1.909091,1.909091,-1,1,-115,-105,1.87,1.952381,206,206,1549414800000
BASK,3875356,Detroit Pistons , New York Knicks,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-30496333,1549382503667,60,-190,165,1.526316,2.65,-105,-115,1.952381,1.87,-4.5,4.5,-115,-105,1.87,1.952381,207,207,1549413000000
BASK,3875361,Boston Celtics , Cleveland Cavaliers,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-28665272,1549382534728,99,-900,550,1.111111,6.5,-105,-115,1.952381,1.87,-12,12,-110,-110,1.909091,1.909091,212,212,1549411200000
BASK,3875373,Minnesota Timberwolves , Memphis Grizzlies,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-32249626,1549382550374,56,-115,-105,1.87,1.952381,-110,-110,1.909091,1.909091,-1,1,-115,-105,1.87,1.952381,206,206,1549414800000
BASK,3875373,Minnesota Timberwolves , Memphis Grizzlies,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-32229628,1549382570372,56,-115,-105,1.87,1.952381,-110,-110,1.909091,1.909091,-1,1,-115,-105,1.87,1.952381,206,206,1549414800000
BASK,3875361,Boston Celtics , Cleveland Cavaliers,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-28602083,1549382597917,99,-900,550,1.111111,6.5,-105,-115,1.952381,1.87,-12,12,-110,-110,1.909091,1.909091,212,212,1549411200000
BASK,3875373,Minnesota Timberwolves , Memphis Grizzlies,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-32191729,1549382608271,56,-115,-105,1.87,1.952381,-110,-110,1.909091,1.909091,-1,1,-115,-105,1.87,1.952381,206,206,1549414800000
BASK,3875358,Los Angeles Clippers , Charlotte Hornets,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-28543909,1549382656091,54,145,-165,2.45,1.606061,-110,-110,1.909091,1.909091,3.5,-3.5,-110,-110,1.909091,1.909091,222,222,1549411200000
BASK,3875373,Minnesota Timberwolves , Memphis Grizzlies,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-32153320,1549382646680,55,-115,-105,1.87,1.952381,-110,-110,1.909091,1.909091,-1,1,-115,-105,1.87,1.952381,206,206,1549414800000
BASK,3875361,Boston Celtics , Cleveland Cavaliers,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-28525454,1549382674546,97,-900,550,1.111111,6.5,-105,-115,1.952381,1.87,-12,12,-110,-110,1.909091,1.909091,212,212,1549411200000
BASK,3875375,Toronto Raptors , Philadelphia 76ers,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-32129506,1549382670494,60,125,-145,2.25,1.69,-110,-110,1.909091,1.909091,2.5,-2.5,-115,-105,1.87,1.952381,229,229,1549414800000
BASK,3875373,Minnesota Timberwolves , Memphis Grizzlies,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-32121753,1549382678247,54,-115,-105,1.87,1.952381,-110,-110,1.909091,1.909091,-1,1,-115,-105,1.87,1.952381,206,206,1549414800000
BASK,3875361,Boston Celtics , Cleveland Cavaliers,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-28500643,1549382699357,97,-900,550,1.111111,6.5,-105,-115,1.952381,1.87,-12,12,-110,-110,1.909091,1.909091,212,212,1549411200000
BASK,3875373,Minnesota Timberwolves , Memphis Grizzlies,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-32091684,1549382708316,55,-115,-105,1.87,1.952381,-110,-110,1.909091,1.909091,-1,1,-115,-105,1.87,1.952381,206,206,1549414800000
BASK,3875361,Boston Celtics , Cleveland Cavaliers,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-28442577,1549382757423,101,-900,550,1.111111,6.5,-105,-115,1.952381,1.87,-12,12,-110,-110,1.909091,1.909091,212,212,1549411200000
BASK,3875373,Minnesota Timberwolves , Memphis Grizzlies,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-32042162,1549382757838,57,-115,-105,1.87,1.952381,-110,-110,1.909091,1.909091,-1,1,-115,-105,1.87,1.952381,206,206,1549414800000
BASK,3875372,Los Angeles Lakers , Indiana Pacers,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-28462607,1549382737393,59,-150,130,1.666667,2.3,-110,-110,1.909091,1.909091,-3,3,-115,-105,1.87,1.952381,216,216,1549411200000
BASK,3875358,Los Angeles Clippers , Charlotte Hornets,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-28432349,1549382767651,54,145,-165,2.45,1.606061,-110,-110,1.909091,1.909091,3.5,-3.5,-110,-110,1.909091,1.909091,222,222,1549411200000
BASK,3875361,Boston Celtics , Cleveland Cavaliers,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-28423544,1549382776456,99,-900,550,1.111111,6.5,-105,-115,1.952381,1.87,-12,12,-110,-110,1.909091,1.909091,212,212,1549411200000
BASK,3875375,Toronto Raptors , Philadelphia 76ers,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-32022287,1549382777713,60,125,-145,2.25,1.69,-110,-110,1.909091,1.909091,2.5,-2.5,-115,-105,1.87,1.952381,229,229,1549414800000
BASK,3875361,Boston Celtics , Cleveland Cavaliers,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-28384165,1549382815835,97,-900,550,1.111111,6.5,-105,-115,1.952381,1.87,-12,12,-110,-110,1.909091,1.909091,212,212,1549411200000
BASK,3875358,Los Angeles Clippers , Charlotte Hornets,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-28372692,1549382827308,54,145,-165,2.45,1.606061,-110,-110,1.909091,1.909091,3.5,-3.5,-110,-110,1.909091,1.909091,222,222,1549411200000
BASK,3875361,Boston Celtics , Cleveland Cavaliers,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-28375743,1549382824257,97,-900,550,1.111111,6.5,-105,-115,1.952381,1.87,-12,12,-110,-110,1.909091,1.909091,212,212,1549411200000
BASK,3875373,Minnesota Timberwolves , Memphis Grizzlies,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-31969440,1549382830560,56,-115,-105,1.87,1.952381,-110,-110,1.909091,1.909091,-1,1,-115,-105,1.87,1.952381,206,206,1549414800000
BASK,3875358,Los Angeles Clippers , Charlotte Hornets,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-28282514,1549382917486,54,145,-165,2.45,1.606061,-110,-110,1.909091,1.909091,3.5,-3.5,-110,-110,1.909091,1.909091,222,222,1549411200000
BASK,3875373,Minnesota Timberwolves , Memphis Grizzlies,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-31912997,1549382887003,56,-115,-105,1.87,1.952381,-110,-110,1.909091,1.909091,-1,1,-115,-105,1.87,1.952381,206,206,1549414800000
BASK,3875356,Detroit Pistons , New York Knicks,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-30109369,1549382890631,61,-190,165,1.526316,2.65,-105,-115,1.952381,1.87,-4.5,4.5,-115,-105,1.87,1.952381,207,207,1549413000000
BASK,3875358,Los Angeles Clippers , Charlotte Hornets,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-28191794,1549383008206,100,145,-165,2.45,1.606061,-110,-110,1.909091,1.909091,3.5,-3.5,-110,-110,1.909091,1.909091,222,222,1549411200000
BASK,3875358,Los Angeles Clippers , Charlotte Hornets,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-28147919,1549383052081,100,145,-165,2.45,1.606061,-110,-110,1.909091,1.909091,3.5,-3.5,-110,-110,1.909091,1.909091,222,222,1549411200000
BASK,3875375,Toronto Raptors , Philadelphia 76ers,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-31747789,1549383052211,60,125,-145,2.25,1.69,-110,-110,1.909091,1.909091,2.5,-2.5,-115,-105,1.87,1.952381,229,229,1549414800000
BASK,3875372,Los Angeles Lakers , Indiana Pacers,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-28096689,1549383103311,59,-150,130,1.666667,2.3,-110,-110,1.909091,1.909091,-3,3,-115,-105,1.87,1.952381,216,216,1549411200000
BASK,3875359,Miami Heat , Portland Trail Blazers,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-40630613,1549383169387,59,240,-290,3.4,1.344828,-110,-110,1.909091,1.909091,7,-7,-110,-110,1.909091,1.909091,212,212,1549423800000
BASK,3875373,Minnesota Timberwolves , Memphis Grizzlies,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-31504168,1549383295832,56,-115,-105,1.87,1.952381,-110,-110,1.909091,1.909091,-1,1,-115,-105,1.87,1.952381,206,206,1549414800000
BASK,3875373,Minnesota Timberwolves , Memphis Grizzlies,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-31345580,1549383454420,56,-115,-105,1.87,1.952381,-110,-110,1.909091,1.909091,-1,1,-115,-105,1.87,1.952381,206,206,1549414800000
BASK,3875372,Los Angeles Lakers , Indiana Pacers,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-27823682,1549383376318,59,-150,130,1.666667,2.3,-110,-110,1.909091,1.909091,-3,3,-115,-105,1.87,1.952381,216,216,1549411200000
BASK,3875373,Minnesota Timberwolves , Memphis Grizzlies,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-31303991,1549383496009,56,-115,-105,1.87,1.952381,-110,-110,1.909091,1.909091,-1,1,-115,-105,1.87,1.952381,206,206,1549414800000
BASK,3875372,Los Angeles Lakers , Indiana Pacers,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-27703988,1549383496012,59,-150,130,1.666667,2.3,-110,-110,1.909091,1.909091,-3,3,-115,-105,1.87,1.952381,216,216,1549411200000
BASK,3875361,Boston Celtics , Cleveland Cavaliers,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-27661481,1549383538519,97,-900,550,1.111111,6.5,-105,-115,1.952381,1.87,-12,12,-110,-110,1.909091,1.909091,212,212,1549411200000
BASK,3875372,Los Angeles Lakers , Indiana Pacers,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-27645782,1549383554218,59,-150,130,1.666667,2.3,-110,-110,1.909091,1.909091,-3,3,-115,-105,1.87,1.952381,216,216,1549411200000
BASK,3875372,Los Angeles Lakers , Indiana Pacers,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-27567258,1549383632742,59,-150,130,1.666667,2.3,-110,-110,1.909091,1.909091,-3,3,-115,-105,1.87,1.952381,216,216,1549411200000
BASK,3875373,Minnesota Timberwolves , Memphis Grizzlies,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-31135945,1549383664055,56,-115,-105,1.87,1.952381,-110,-110,1.909091,1.909091,-1,1,-115,-105,1.87,1.952381,206,206,1549414800000
BASK,3875359,Miami Heat , Portland Trail Blazers,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-40068699,1549383731301,56,240,-290,3.4,1.344828,-110,-110,1.909091,1.909091,7,-7,-110,-110,1.909091,1.909091,212,212,1549423800000
BASK,3875359,Miami Heat , Portland Trail Blazers,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-40030298,1549383769702,56,240,-290,3.4,1.344828,-110,-110,1.909091,1.909091,7,-7,-110,-110,1.909091,1.909091,212,212,1549423800000
BASK,3875361,Boston Celtics , Cleveland Cavaliers,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-27398881,1549383801119,97,-900,550,1.111111,6.5,-105,-115,1.952381,1.87,-12,12,-110,-110,1.909091,1.909091,212,212,1549411200000
BASK,3875359,Miami Heat , Portland Trail Blazers,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-39998575,1549383801425,56,240,-290,3.4,1.344828,-110,-110,1.909091,1.909091,7.5,-7.5,-110,-110,1.909091,1.909091,212,212,1549423800000
BASK,3875359,Miami Heat , Portland Trail Blazers,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-39966354,1549383833646,58,240,-290,3.4,1.344828,-110,-110,1.909091,1.909091,7.5,-7.5,-110,-110,1.909091,1.909091,212,212,1549423800000
BASK,3875359,Miami Heat , Portland Trail Blazers,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-39930691,1549383869309,58,240,-290,3.4,1.344828,-110,-110,1.909091,1.909091,7.5,-7.5,-110,-110,1.909091,1.909091,212,212,1549423800000
BASK,3875359,Miami Heat , Portland Trail Blazers,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-39901034,1549383898966,58,250,-300,3.5,1.333333,-110,-110,1.909091,1.909091,7.5,-7.5,-110,-110,1.909091,1.909091,212,212,1549423800000
BASK,3875358,Los Angeles Clippers , Charlotte Hornets,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-27279445,1549383920555,100,145,-165,2.45,1.606061,-110,-110,1.909091,1.909091,3.5,-3.5,-110,-110,1.909091,1.909091,223,223,1549411200000
BASK,3875361,Boston Celtics , Cleveland Cavaliers,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-27294987,1549383905013,97,-900,550,1.111111,6.5,-105,-115,1.952381,1.87,-12,12,-110,-110,1.909091,1.909091,212,212,1549411200000
BASK,3875359,Miami Heat , Portland Trail Blazers,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-39895028,1549383904972,58,250,-300,3.5,1.333333,-110,-110,1.909091,1.909091,7.5,-7.5,-110,-110,1.909091,1.909091,212,212,1549423800000
BASK,3875373,Minnesota Timberwolves , Memphis Grizzlies,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-30866235,1549383933765,56,-115,-105,1.87,1.952381,-110,-110,1.909091,1.909091,-1,1,-115,-105,1.87,1.952381,206,206,1549414800000
BASK,3875372,Los Angeles Lakers , Indiana Pacers,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-27267327,1549383932673,59,-150,130,1.666667,2.3,-105,-115,1.952381,1.87,-3.5,3.5,-115,-105,1.87,1.952381,216,216,1549411200000
BASK,3875358,Los Angeles Clippers , Charlotte Hornets,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-27235203,1549383964797,100,145,-165,2.45,1.606061,-110,-110,1.909091,1.909091,3.5,-3.5,-110,-110,1.909091,1.909091,223,223,1549411200000
BASK,3875361,Boston Celtics , Cleveland Cavaliers,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-27237098,1549383962902,96,-900,550,1.111111,6.5,-105,-115,1.952381,1.87,-12,12,-110,-110,1.909091,1.909091,212,212,1549411200000
BASK,3875373,Minnesota Timberwolves , Memphis Grizzlies,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-30832778,1549383967222,56,-115,-105,1.87,1.952381,-110,-110,1.909091,1.909091,-1,1,-105,-115,1.952381,1.87,207,207,1549414800000
BASK,3875372,Los Angeles Lakers , Indiana Pacers,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-27231429,1549383968571,59,-165,145,1.606061,2.45,-105,-115,1.952381,1.87,-3.5,3.5,-115,-105,1.87,1.952381,216,216,1549411200000
BASK,3875358,Los Angeles Clippers , Charlotte Hornets,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-27211378,1549383988622,100,145,-165,2.45,1.606061,-110,-110,1.909091,1.909091,3.5,-3.5,-110,-110,1.909091,1.909091,223,223,1549411200000
BASK,3875359,Miami Heat , Portland Trail Blazers,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-39803667,1549383996333,58,250,-300,3.5,1.333333,-110,-110,1.909091,1.909091,7.5,-7.5,-110,-110,1.909091,1.909091,212,212,1549423800000
BASK,3875373,Minnesota Timberwolves , Memphis Grizzlies,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-30810132,1549383989868,56,-115,-105,1.87,1.952381,-110,-110,1.909091,1.909091,-1,1,-105,-115,1.952381,1.87,207,207,1549414800000
BASK,3875372,Los Angeles Lakers , Indiana Pacers,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-27224262,1549383975738,59,-165,145,1.606061,2.45,-105,-115,1.952381,1.87,-3.5,3.5,-115,-105,1.87,1.952381,216,216,1549411200000
BASK,3875358,Los Angeles Clippers , Charlotte Hornets,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-27176519,1549384023481,100,145,-165,2.45,1.606061,-110,-110,1.909091,1.909091,3.5,-3.5,-110,-110,1.909091,1.909091,223,223,1549411200000
BASK,3875375,Toronto Raptors , Philadelphia 76ers,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-30789909,1549384010091,60,125,-145,2.25,1.69,-105,-115,1.952381,1.87,2.5,-2.5,-115,-105,1.87,1.952381,229,229,1549414800000
BASK,3875372,Los Angeles Lakers , Indiana Pacers,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-27176506,1549384023494,59,-165,145,1.606061,2.45,-105,-115,1.952381,1.87,-3.5,3.5,-115,-105,1.87,1.952381,216,216,1549411200000
BASK,3875361,Boston Celtics , Cleveland Cavaliers,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-27142690,1549384057310,96,-900,550,1.111111,6.5,-105,-115,1.952381,1.87,-12,12,-110,-110,1.909091,1.909091,212,212,1549411200000
BASK,3875368,Orlando Magic , Oklahoma City Thunder,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-30745197,1549384054803,58,380,-560,4.8,1.179,-105,-115,1.952381,1.87,9.5,-9.5,-110,-110,1.909091,1.909091,223,223,1549414800000
BASK,3875358,Los Angeles Clippers , Charlotte Hornets,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-27106700,1549384093300,100,150,-170,2.5,1.588235,-110,-110,1.909091,1.909091,3.5,-3.5,-110,-110,1.909091,1.909091,223,223,1549411200000
