sport,game_id,a_team,h_team,last_mod_score,quarter,secs,a_pts,h_pts,status,a_win,h_win,last_mod_to_start,last_mod_lines,num_markets,a_odds_ml,h_odds_ml,a_deci_ml,h_deci_ml,a_odds_ps,h_odds_ps,a_deci_ps,h_deci_ps,a_hcap_ps,h_hcap_ps,a_odds_tot,h_odds_tot,a_deci_tot,h_deci_tot,a_hcap_tot,h_hcap_tot,game_start_time
BASK,3875327,Denver Nuggets , Detroit Pistons,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-29680650,1549295119350,79,-180,160,1.555556,2.6,-105,-115,1.952381,1.87,-4.5,4.5,-105,-115,1.952381,1.87,211,211,1549324800000
BASK,3875328,Atlanta Hawks , Washington Wizards,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-29690530,1549295109470,113,240,-290,3.4,1.344828,-110,-110,1.909091,1.909091,7,-7,-115,-105,1.87,1.952381,232,232,1549324800000
BASK,3875327,Denver Nuggets , Detroit Pistons,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-29658083,1549295141917,78,-180,160,1.555556,2.6,-105,-115,1.952381,1.87,-4.5,4.5,-105,-115,1.952381,1.87,211,211,1549324800000
BASK,3875327,Denver Nuggets , Detroit Pistons,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-29625918,1549295174082,78,-180,160,1.555556,2.6,-105,-115,1.952381,1.87,-4.5,4.5,-105,-115,1.952381,1.87,211,211,1549324800000
BASK,3875328,Atlanta Hawks , Washington Wizards,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-29579165,1549295220835,112,240,-290,3.4,1.344828,-110,-110,1.909091,1.909091,7,-7,-115,-105,1.87,1.952381,232,232,1549324800000
BASK,3875328,Atlanta Hawks , Washington Wizards,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-29541234,1549295258766,110,240,-290,3.4,1.344828,-110,-110,1.909091,1.909091,7,-7,-115,-105,1.87,1.952381,232,232,1549324800000
BASK,3875349,San Antonio Spurs , Sacramento Kings,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-40314593,1549295285407,52,-120,100,1.833333,2,-105,-115,1.952381,1.87,-2,2,-115,-105,1.87,1.952381,229,229,1549335600000
BASK,3875328,Atlanta Hawks , Washington Wizards,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-29515891,1549295284109,111,240,-290,3.4,1.344828,-110,-110,1.909091,1.909091,7,-7,-115,-105,1.87,1.952381,232,232,1549324800000
BASK,3875332,Milwaukee Bucks , Brooklyn Nets,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-31293310,1549295306690,62,-310,255,1.322581,3.55,-110,-110,1.909091,1.909091,-7.5,7.5,-115,-105,1.87,1.952381,230,230,1549326600000
BASK,3875332,Milwaukee Bucks , Brooklyn Nets,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-31258592,1549295341408,58,-310,255,1.322581,3.55,-110,-110,1.909091,1.909091,-7.5,7.5,-115,-105,1.87,1.952381,230,230,1549326600000
BASK,3875328,Atlanta Hawks , Washington Wizards,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-29449485,1549295350515,111,240,-290,3.4,1.344828,-110,-110,1.909091,1.909091,7,-7,-115,-105,1.87,1.952381,232,232,1549324800000
BASK,3875353,Houston Rockets , Phoenix Suns,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-36611760,1549295388240,61,-400,300,1.25,4,-110,-110,1.909091,1.909091,-8.5,8.5,-105,-115,1.952381,1.87,228,228,1549332000000
BASK,3875352,Indiana Pacers , New Orleans Pelicans,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-33026179,1549295373821,62,-130,110,1.77,2.1,-110,-110,1.909091,1.909091,-2,2,-115,-105,1.87,1.952381,217,217,1549328400000
BASK,3875332,Milwaukee Bucks , Brooklyn Nets,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-31232756,1549295367244,59,-310,255,1.322581,3.55,-110,-110,1.909091,1.909091,-7.5,7.5,-115,-105,1.87,1.952381,230,230,1549326600000
BASK,3875328,Atlanta Hawks , Washington Wizards,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-29418535,1549295381465,111,240,-290,3.4,1.344828,-110,-110,1.909091,1.909091,7,-7,-115,-105,1.87,1.952381,232,232,1549324800000
BASK,3875352,Indiana Pacers , New Orleans Pelicans,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-32993114,1549295406886,60,-130,110,1.77,2.1,-110,-110,1.909091,1.909091,-2,2,-115,-105,1.87,1.952381,217,217,1549328400000
BASK,3875332,Milwaukee Bucks , Brooklyn Nets,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-31194356,1549295405644,59,-310,255,1.322581,3.55,-110,-110,1.909091,1.909091,-7.5,7.5,-115,-105,1.87,1.952381,230,230,1549326600000
BASK,3875352,Indiana Pacers , New Orleans Pelicans,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-32952265,1549295447735,59,-130,110,1.77,2.1,-110,-110,1.909091,1.909091,-2,2,-115,-105,1.87,1.952381,217,217,1549328400000
BASK,3875332,Milwaukee Bucks , Brooklyn Nets,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-31169439,1549295430561,59,-310,255,1.322581,3.55,-110,-110,1.909091,1.909091,-7.5,7.5,-115,-105,1.87,1.952381,230,230,1549326600000
BASK,3875353,Houston Rockets , Phoenix Suns,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-36542479,1549295457521,61,-400,300,1.25,4,-110,-110,1.909091,1.909091,-8.5,8.5,-105,-115,1.952381,1.87,228,228,1549332000000
BASK,3875352,Indiana Pacers , New Orleans Pelicans,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-32936511,1549295463489,58,-130,110,1.77,2.1,-110,-110,1.909091,1.909091,-2,2,-115,-105,1.87,1.952381,217,217,1549328400000
BASK,3875332,Milwaukee Bucks , Brooklyn Nets,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-31119750,1549295480250,59,-310,255,1.322581,3.55,-110,-110,1.909091,1.909091,-7.5,7.5,-115,-105,1.87,1.952381,230,230,1549326600000
BASK,3875328,Atlanta Hawks , Washington Wizards,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-29315547,1549295484453,111,240,-290,3.4,1.344828,-110,-110,1.909091,1.909091,7,-7,-115,-105,1.87,1.952381,232,232,1549324800000
BASK,3875353,Houston Rockets , Phoenix Suns,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-36496871,1549295503129,59,-400,300,1.25,4,-110,-110,1.909091,1.909091,-8.5,8.5,-105,-115,1.952381,1.87,228,228,1549332000000
BASK,3875353,Houston Rockets , Phoenix Suns,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-36463809,1549295536191,55,-400,300,1.25,4,-110,-110,1.909091,1.909091,-8.5,8.5,-105,-115,1.952381,1.87,228,228,1549332000000
BASK,3875327,Denver Nuggets , Detroit Pistons,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-29252732,1549295547268,78,-180,160,1.555556,2.6,-105,-115,1.952381,1.87,-4.5,4.5,-105,-115,1.952381,1.87,211,211,1549324800000
BASK,3875328,Atlanta Hawks , Washington Wizards,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-29253282,1549295546718,111,240,-290,3.4,1.344828,-110,-110,1.909091,1.909091,7,-7,-115,-105,1.87,1.952381,232,232,1549324800000
BASK,3875349,San Antonio Spurs , Sacramento Kings,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-40045246,1549295554754,57,-120,100,1.833333,2,-105,-115,1.952381,1.87,-2,2,-115,-105,1.87,1.952381,229,229,1549335600000
BASK,3875332,Milwaukee Bucks , Brooklyn Nets,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-31041479,1549295558521,59,-310,255,1.322581,3.55,-110,-110,1.909091,1.909091,-7.5,7.5,-115,-105,1.87,1.952381,230,230,1549326600000
BASK,3875328,Atlanta Hawks , Washington Wizards,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-29219047,1549295580953,111,240,-290,3.4,1.344828,-110,-110,1.909091,1.909091,7,-7,-115,-105,1.87,1.952381,232,232,1549324800000
BASK,3875349,San Antonio Spurs , Sacramento Kings,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-39999189,1549295600811,55,-120,100,1.833333,2,-105,-115,1.952381,1.87,-2,2,-115,-105,1.87,1.952381,229,229,1549335600000
BASK,3875332,Milwaukee Bucks , Brooklyn Nets,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-30986200,1549295613800,58,-310,255,1.322581,3.55,-110,-110,1.909091,1.909091,-7.5,7.5,-115,-105,1.87,1.952381,230,230,1549326600000
BASK,3875328,Atlanta Hawks , Washington Wizards,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-29187271,1549295612729,111,240,-290,3.4,1.344828,-110,-110,1.909091,1.909091,7,-7,-115,-105,1.87,1.952381,232,232,1549324800000
BASK,3875328,Atlanta Hawks , Washington Wizards,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-29176013,1549295623987,111,240,-290,3.4,1.344828,-110,-110,1.909091,1.909091,7,-7,-110,-110,1.909091,1.909091,232,232,1549324800000
BASK,3875328,Atlanta Hawks , Washington Wizards,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-29124744,1549295675256,111,240,-290,3.4,1.344828,-110,-110,1.909091,1.909091,7,-7,-110,-110,1.909091,1.909091,232,232,1549324800000
BASK,3875328,Atlanta Hawks , Washington Wizards,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-29064493,1549295735507,111,240,-290,3.4,1.344828,-110,-110,1.909091,1.909091,7,-7,-110,-110,1.909091,1.909091,232,232,1549324800000
BASK,3875332,Milwaukee Bucks , Brooklyn Nets,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-30856168,1549295743832,58,-310,255,1.322581,3.55,-110,-110,1.909091,1.909091,-7.5,7.5,-115,-105,1.87,1.952381,230,230,1549326600000
BASK,3875327,Denver Nuggets , Detroit Pistons,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-29030264,1549295769736,78,-180,160,1.555556,2.6,-105,-115,1.952381,1.87,-4.5,4.5,-105,-115,1.952381,1.87,211,211,1549324800000
BASK,3875327,Denver Nuggets , Detroit Pistons,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-29008863,1549295791137,78,-180,160,1.555556,2.6,-105,-115,1.952381,1.87,-4.5,4.5,-105,-115,1.952381,1.87,211,211,1549324800000
BASK,3875328,Atlanta Hawks , Washington Wizards,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-29001677,1549295798323,111,240,-290,3.4,1.344828,-110,-110,1.909091,1.909091,7,-7,-110,-110,1.909091,1.909091,232,232,1549324800000
BASK,3875327,Denver Nuggets , Detroit Pistons,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-28959186,1549295840814,78,-180,160,1.555556,2.6,-105,-115,1.952381,1.87,-4.5,4.5,-105,-115,1.952381,1.87,211,211,1549324800000
BASK,3875332,Milwaukee Bucks , Brooklyn Nets,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-30668320,1549295931680,58,-310,255,1.322581,3.55,-110,-110,1.909091,1.909091,-7.5,7.5,-115,-105,1.87,1.952381,230,230,1549326600000
BASK,3875328,Atlanta Hawks , Washington Wizards,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-28866187,1549295933813,111,240,-290,3.4,1.344828,-110,-110,1.909091,1.909091,7,-7,-110,-110,1.909091,1.909091,232,232,1549324800000
BASK,3875328,Atlanta Hawks , Washington Wizards,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-28782189,1549296017811,111,240,-290,3.4,1.344828,-110,-110,1.909091,1.909091,7,-7,-110,-110,1.909091,1.909091,232,232,1549324800000
BASK,3875352,Indiana Pacers , New Orleans Pelicans,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-32211703,1549296188297,58,-130,110,1.77,2.1,-110,-110,1.909091,1.909091,-2,2,-115,-105,1.87,1.952381,217,217,1549328400000
BASK,3875352,Indiana Pacers , New Orleans Pelicans,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-32190454,1549296209546,58,-130,110,1.77,2.1,-110,-110,1.909091,1.909091,-2,2,-115,-105,1.87,1.952381,217,217,1549328400000
BASK,3875352,Indiana Pacers , New Orleans Pelicans,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-32047572,1549296352428,58,-130,110,1.77,2.1,-110,-110,1.909091,1.909091,-2,2,-115,-105,1.87,1.952381,217,217,1549328400000
BASK,3875353,Houston Rockets , Phoenix Suns,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-35574797,1549296425203,55,-400,300,1.25,4,-110,-110,1.909091,1.909091,-8.5,8.5,-105,-115,1.952381,1.87,228,228,1549332000000
BASK,3875328,Atlanta Hawks , Washington Wizards,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-28385112,1549296414888,111,240,-290,3.4,1.344828,-110,-110,1.909091,1.909091,7,-7,-110,-110,1.909091,1.909091,232,232,1549324800000
BASK,3875353,Houston Rockets , Phoenix Suns,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-35548498,1549296451502,55,-400,300,1.25,4,-115,-105,1.87,1.952381,-8.5,8.5,-105,-115,1.952381,1.87,228,228,1549332000000
BASK,3875352,Indiana Pacers , New Orleans Pelicans,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-31954779,1549296445221,58,-130,110,1.77,2.1,-110,-110,1.909091,1.909091,-2,2,-115,-105,1.87,1.952381,217,217,1549328400000
BASK,3875353,Houston Rockets , Phoenix Suns,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-35507134,1549296492866,55,-400,300,1.25,4,-115,-105,1.87,1.952381,-8.5,8.5,-105,-115,1.952381,1.87,228,228,1549332000000
BASK,3875352,Indiana Pacers , New Orleans Pelicans,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-31920259,1549296479741,57,-130,110,1.77,2.1,-110,-110,1.909091,1.909091,-2,2,-115,-105,1.87,1.952381,217,217,1549328400000
BASK,3875352,Indiana Pacers , New Orleans Pelicans,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-31877194,1549296522806,58,-130,110,1.77,2.1,-110,-110,1.909091,1.909091,-2,2,-115,-105,1.87,1.952381,217,217,1549328400000
BASK,3875353,Houston Rockets , Phoenix Suns,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-35470723,1549296529277,55,-400,300,1.25,4,-115,-105,1.87,1.952381,-8.5,8.5,-105,-115,1.952381,1.87,228,228,1549332000000
BASK,3875352,Indiana Pacers , New Orleans Pelicans,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-31847998,1549296552002,58,-130,110,1.77,2.1,-110,-110,1.909091,1.909091,-2,2,-115,-105,1.87,1.952381,217,217,1549328400000
BASK,3875352,Indiana Pacers , New Orleans Pelicans,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-31752664,1549296647336,58,-130,110,1.77,2.1,-110,-110,1.909091,1.909091,-2,2,-115,-105,1.87,1.952381,217,217,1549328400000
BASK,3875328,Atlanta Hawks , Washington Wizards,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-28179747,1549296620253,111,240,-290,3.4,1.344828,-110,-110,1.909091,1.909091,7,-7,-110,-110,1.909091,1.909091,232,232,1549324800000
BASK,3875352,Indiana Pacers , New Orleans Pelicans,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-31719272,1549296680728,58,-130,110,1.77,2.1,-110,-110,1.909091,1.909091,-2,2,-115,-105,1.87,1.952381,217,217,1549328400000
BASK,3875332,Milwaukee Bucks , Brooklyn Nets,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-29882216,1549296717784,58,-310,255,1.322581,3.55,-110,-110,1.909091,1.909091,-7.5,7.5,-115,-105,1.87,1.952381,230,230,1549326600000
BASK,3875328,Atlanta Hawks , Washington Wizards,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-27930561,1549296869439,111,240,-290,3.4,1.344828,-110,-110,1.909091,1.909091,7,-7,-110,-110,1.909091,1.909091,232,232,1549324800000
BASK,3875328,Atlanta Hawks , Washington Wizards,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-27898813,1549296901187,111,240,-290,3.4,1.344828,-110,-110,1.909091,1.909091,7,-7,-110,-110,1.909091,1.909091,232,232,1549324800000
BASK,3875352,Indiana Pacers , New Orleans Pelicans,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-31489028,1549296910972,58,-130,110,1.77,2.1,-115,-105,1.87,1.952381,-2,2,-115,-105,1.87,1.952381,217,217,1549328400000
BASK,3875328,Atlanta Hawks , Washington Wizards,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-27866850,1549296933150,111,240,-290,3.4,1.344828,-110,-110,1.909091,1.909091,7,-7,-110,-110,1.909091,1.909091,232,232,1549324800000
BASK,3875328,Atlanta Hawks , Washington Wizards,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-27833774,1549296966226,111,240,-290,3.4,1.344828,-110,-110,1.909091,1.909091,7,-7,-110,-110,1.909091,1.909091,232,232,1549324800000
BASK,3875332,Milwaukee Bucks , Brooklyn Nets,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-29601714,1549296998286,58,-310,255,1.322581,3.55,-110,-110,1.909091,1.909091,-7.5,7.5,-115,-105,1.87,1.952381,230,230,1549326600000
BASK,3875328,Atlanta Hawks , Washington Wizards,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-27801737,1549296998263,111,240,-290,3.4,1.344828,-110,-110,1.909091,1.909091,7,-7,-110,-110,1.909091,1.909091,232,232,1549324800000
BASK,3875328,Atlanta Hawks , Washington Wizards,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-27783333,1549297016667,111,240,-290,3.4,1.344828,-110,-110,1.909091,1.909091,7,-7,-110,-110,1.909091,1.909091,232,232,1549324800000
BASK,3875332,Milwaukee Bucks , Brooklyn Nets,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-29510913,1549297089087,58,-300,250,1.333333,3.5,-110,-110,1.909091,1.909091,-7.5,7.5,-115,-105,1.87,1.952381,230,230,1549326600000
BASK,3875353,Houston Rockets , Phoenix Suns,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-34895679,1549297104321,55,-400,300,1.25,4,-115,-105,1.87,1.952381,-8.5,8.5,-105,-115,1.952381,1.87,228,228,1549332000000
BASK,3875353,Houston Rockets , Phoenix Suns,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-34848465,1549297151535,55,-400,300,1.25,4,-115,-105,1.87,1.952381,-8.5,8.5,-105,-115,1.952381,1.87,228,228,1549332000000
BASK,3875353,Houston Rockets , Phoenix Suns,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-34815944,1549297184056,55,-400,300,1.25,4,-115,-105,1.87,1.952381,-8.5,8.5,-105,-115,1.952381,1.87,228,228,1549332000000
BASK,3875352,Indiana Pacers , New Orleans Pelicans,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-31219687,1549297180313,58,-130,110,1.77,2.1,-115,-105,1.87,1.952381,-2,2,-115,-105,1.87,1.952381,217,217,1549328400000
BASK,3875352,Indiana Pacers , New Orleans Pelicans,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-31176641,1549297223359,58,-130,110,1.77,2.1,-115,-105,1.87,1.952381,-2,2,-115,-105,1.87,1.952381,217,217,1549328400000
BASK,3875328,Atlanta Hawks , Washington Wizards,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-27578445,1549297221555,111,240,-290,3.4,1.344828,-110,-110,1.909091,1.909091,7,-7,-110,-110,1.909091,1.909091,232,232,1549324800000
BASK,3875353,Houston Rockets , Phoenix Suns,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-34746622,1549297253378,55,-400,300,1.25,4,-115,-105,1.87,1.952381,-8.5,8.5,-105,-115,1.952381,1.87,228,228,1549332000000
BASK,3875332,Milwaukee Bucks , Brooklyn Nets,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-29350967,1549297249033,58,-300,250,1.333333,3.5,-110,-110,1.909091,1.909091,-7.5,7.5,-115,-105,1.87,1.952381,230,230,1549326600000
BASK,3875353,Houston Rockets , Phoenix Suns,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-34627571,1549297372429,55,-400,300,1.25,4,-115,-105,1.87,1.952381,-8.5,8.5,-105,-115,1.952381,1.87,228,228,1549332000000
BASK,3875328,Atlanta Hawks , Washington Wizards,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-27399753,1549297400247,111,240,-290,3.4,1.344828,-110,-110,1.909091,1.909091,7,-7,-110,-110,1.909091,1.909091,232,232,1549324800000
BASK,3875332,Milwaukee Bucks , Brooklyn Nets,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-29165021,1549297434979,58,-300,250,1.333333,3.5,-110,-110,1.909091,1.909091,-7.5,7.5,-115,-105,1.87,1.952381,230,230,1549326600000
BASK,3875328,Atlanta Hawks , Washington Wizards,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-27332685,1549297467315,111,240,-290,3.4,1.344828,-110,-110,1.909091,1.909091,7,-7,-110,-110,1.909091,1.909091,232,232,1549324800000
BASK,3875332,Milwaukee Bucks , Brooklyn Nets,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-29092020,1549297507980,58,-300,250,1.333333,3.5,-110,-110,1.909091,1.909091,-7.5,7.5,-115,-105,1.87,1.952381,230,230,1549326600000
BASK,3875328,Atlanta Hawks , Washington Wizards,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-27292019,1549297507981,111,240,-290,3.4,1.344828,-110,-110,1.909091,1.909091,7,-7,-110,-110,1.909091,1.909091,232,232,1549324800000
BASK,3875332,Milwaukee Bucks , Brooklyn Nets,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-29068196,1549297531804,58,-300,250,1.333333,3.5,-110,-110,1.909091,1.909091,-7.5,7.5,-115,-105,1.87,1.952381,230,230,1549326600000
BASK,3875328,Atlanta Hawks , Washington Wizards,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-27273000,1549297527000,111,240,-290,3.4,1.344828,-110,-110,1.909091,1.909091,7,-7,-110,-110,1.909091,1.909091,232,232,1549324800000
BASK,3875328,Atlanta Hawks , Washington Wizards,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-27238707,1549297561293,111,240,-290,3.4,1.344828,-110,-110,1.909091,1.909091,7,-7,-110,-110,1.909091,1.909091,232,232,1549324800000
BASK,3875332,Milwaukee Bucks , Brooklyn Nets,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-28945467,1549297654533,58,-300,250,1.333333,3.5,-110,-110,1.909091,1.909091,-7.5,7.5,-115,-105,1.87,1.952381,230,230,1549326600000
BASK,3875328,Atlanta Hawks , Washington Wizards,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-27145468,1549297654532,111,240,-290,3.4,1.344828,-110,-110,1.909091,1.909091,7,-7,-110,-110,1.909091,1.909091,232,232,1549324800000
BASK,3875332,Milwaukee Bucks , Brooklyn Nets,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-28914355,1549297685645,58,-300,250,1.333333,3.5,-110,-110,1.909091,1.909091,-7.5,7.5,-115,-105,1.87,1.952381,230,230,1549326600000
BASK,3875328,Atlanta Hawks , Washington Wizards,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-27114353,1549297685647,111,240,-290,3.4,1.344828,-110,-110,1.909091,1.909091,7,-7,-110,-110,1.909091,1.909091,232,232,1549324800000
BASK,3875332,Milwaukee Bucks , Brooklyn Nets,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-28835005,1549297764995,58,-300,250,1.333333,3.5,-110,-110,1.909091,1.909091,-7.5,7.5,-115,-105,1.87,1.952381,230,230,1549326600000
BASK,3875328,Atlanta Hawks , Washington Wizards,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-27050804,1549297749196,111,240,-290,3.4,1.344828,-110,-110,1.909091,1.909091,7,-7,-110,-110,1.909091,1.909091,232,232,1549324800000
BASK,3875328,Atlanta Hawks , Washington Wizards,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-27006409,1549297793591,111,240,-290,3.4,1.344828,-110,-110,1.909091,1.909091,7,-7,-110,-110,1.909091,1.909091,232,232,1549324800000
BASK,3875332,Milwaukee Bucks , Brooklyn Nets,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-28783238,1549297816762,58,-300,250,1.333333,3.5,-110,-110,1.909091,1.909091,-7.5,7.5,-115,-105,1.87,1.952381,230,230,1549326600000
BASK,3875328,Atlanta Hawks , Washington Wizards,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-26983108,1549297816892,111,240,-290,3.4,1.344828,-110,-110,1.909091,1.909091,7,-7,-110,-110,1.909091,1.909091,232,232,1549324800000
BASK,3875332,Milwaukee Bucks , Brooklyn Nets,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-28725664,1549297874336,58,-300,250,1.333333,3.5,-110,-110,1.909091,1.909091,-7.5,7.5,-115,-105,1.87,1.952381,230,230,1549326600000
BASK,3875328,Atlanta Hawks , Washington Wizards,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-26925664,1549297874336,111,240,-290,3.4,1.344828,-110,-110,1.909091,1.909091,7,-7,-110,-110,1.909091,1.909091,232,232,1549324800000
BASK,3875328,Atlanta Hawks , Washington Wizards,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-26893258,1549297906742,111,240,-290,3.4,1.344828,-110,-110,1.909091,1.909091,7,-7,-110,-110,1.909091,1.909091,232,232,1549324800000
BASK,3875353,Houston Rockets , Phoenix Suns,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-34057563,1549297942437,55,-400,300,1.25,4,-115,-105,1.87,1.952381,-8.5,8.5,-105,-115,1.952381,1.87,228,228,1549332000000
BASK,3875332,Milwaukee Bucks , Brooklyn Nets,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-28660998,1549297939002,58,-300,250,1.333333,3.5,-110,-110,1.909091,1.909091,-7.5,7.5,-115,-105,1.87,1.952381,230,230,1549326600000
BASK,3875332,Milwaukee Bucks , Brooklyn Nets,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-28631557,1549297968443,58,-300,250,1.333333,3.5,-110,-110,1.909091,1.909091,-7.5,7.5,-115,-105,1.87,1.952381,230,230,1549326600000
BASK,3875328,Atlanta Hawks , Washington Wizards,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-26831547,1549297968453,111,240,-290,3.4,1.344828,-110,-110,1.909091,1.909091,7,-7,-110,-110,1.909091,1.909091,232,232,1549324800000
BASK,3875332,Milwaukee Bucks , Brooklyn Nets,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-28594637,1549298005363,58,-300,250,1.333333,3.5,-110,-110,1.909091,1.909091,-7.5,7.5,-115,-105,1.87,1.952381,230,230,1549326600000
BASK,3875328,Atlanta Hawks , Washington Wizards,2019-01-25T15:59:02-0500,0,-1,0,0,0,0,0,-26792918,1549298007082,111,240,-290,3.4,1.344828,-110,-110,1.909091,1.909091,7,-7,-110,-110,1.909091,1.909091,232,232,1549324800000
